,0,1,2
0,-1.0172230952691017,1.1074551487633724,anomaly
1,14.73654159579792,2.932917196385314,anomaly
2,14.589532022713337,3.023466339697052,anomaly
3,14.708901754151235,3.4147101124081525,anomaly
4,14.556785584662077,3.6025131074372068,anomaly
5,1.9089434714964706,-4.958956045193132,anomaly
6,11.152978484561375,3.7532856916777178,anomaly
7,13.739501420141533,2.4568968317739097,anomaly
8,0.2111109150915659,-2.696755334490584,anomaly
9,4.974959507959365,-0.06962111255554286,anomaly
10,14.03983203418312,4.021478315427656,anomaly
11,6.185280905987144,-2.0604575876724365,anomaly
12,1.8520713440062717,-0.519015809463824,anomaly
13,0.09128670499740955,-2.6532088030214185,anomaly
14,12.59188194462541,3.037827238536045,anomaly
15,3.908361644593216,-0.9190633202435373,anomaly
16,13.30601708488054,2.9513887777166152,anomaly
17,14.626256045602547,3.7499882935194115,anomaly
18,1.4379083396717018,-4.79932234638285,anomaly
19,13.780246947452644,2.44876048077331,anomaly
20,5.118714551174723,0.1009253429277659,anomaly
21,1.8798318439652357,-3.250714617075368,anomaly
22,1.7737600306356296,-4.913114876371891,anomaly
23,14.651761381824459,3.7468862356595647,anomaly
24,15.236617833747296,3.3370991976890654,anomaly
25,14.258822672414796,3.6033443018741123,anomaly
26,14.815712736958478,3.060296018588459,anomaly
27,0.3552751884414659,-3.556932591691618,anomaly
28,14.89147041817746,3.8263702563493123,anomaly
29,13.840017969913697,2.405627486557159,anomaly
30,5.682762363662756,-0.20495918336730432,anomaly
31,0.07831988449736062,-2.6486609605763762,anomaly
32,13.658774866694893,2.565956143023511,anomaly
33,13.648612954623895,2.469400280996087,anomaly
34,13.296345233428323,2.794289015132266,anomaly
35,13.304376856481461,2.7873989643182986,anomaly
36,5.555512645618168,-0.63527863991988,anomaly
37,13.277889357620063,2.504655167230471,anomaly
38,2.721763887973297,-4.968190518490765,anomaly
39,-0.24152835450384805,-2.536480846932016,anomaly
40,15.067657000613476,3.410007035095062,anomaly
41,2.706864408438873,-0.24400505159628483,anomaly
42,5.717181453127348,-0.29737219441837176,anomaly
43,13.745910856554392,2.4700031803822657,anomaly
44,4.202965647071094,-0.4959425695165235,anomaly
45,0.0543096211846767,-2.6432812271321957,anomaly
46,-0.19758168972257165,-2.556456275176835,anomaly
47,13.019657729371081,2.998525265844089,anomaly
48,4.5877855234972325,-0.9984551832315657,anomaly
49,4.421305054998824,-0.8395678595386372,anomaly
50,4.655393162527776,-3.00584060297998,anomaly
51,15.344736125085618,3.3034633715395962,anomaly
52,5.0217366572894315,-2.5205810744115515,anomaly
53,13.506105605657456,2.6769438206235634,anomaly
54,-0.9290554661663379,1.1769397059204558,anomaly
55,14.626580357424947,3.112513981824938,anomaly
56,14.631244976008595,3.0404652547012443,anomaly
57,-1.2160274817436951,0.9194470259644401,anomaly
58,5.455089304214829,-0.2636239306016442,anomaly
59,14.733018873115942,3.72888676730786,anomaly
60,0.147476260497622,-2.672916120283265,anomaly
61,14.771801789291654,2.916227298950843,anomaly
62,14.26136883467685,3.6272913910125437,anomaly
63,12.1953799621773,3.161759471519062,anomaly
64,-0.18893714272253906,-2.559488170140196,anomaly
65,1.007921800412393,-3.713987507825742,anomaly
66,2.8631464637177224,-0.391853966819684,anomaly
67,13.38357895141007,2.842798199744622,anomaly
68,14.041908540904888,2.15193413157919,anomaly
69,12.3493761273869,3.492041645405652,anomaly
70,14.045255815460603,2.155422652870845,anomaly
71,2.3805143380976372,-3.2839657703632215,anomaly
72,14.528350247190048,3.572191053198565,anomaly
73,-0.29339563650404393,-2.51828947715185,anomaly
74,14.343789414769356,3.6115856940822395,anomaly
75,14.465673762393788,3.578551341155295,anomaly
76,13.969347359518686,2.1933808255688945,anomaly
77,5.396318325203729,-0.26494177785094497,anomaly
78,13.60497168244403,2.6938513266895256,anomaly
79,14.728663468856121,3.2562975467513944,anomaly
80,-0.950949494451149,1.1625474640109672,anomaly
81,5.564311552833273,-0.5624995354051301,anomaly
82,13.298765970975422,2.8098574825850093,anomaly
83,12.973991811891807,2.5231125886545565,anomaly
84,13.185250441190659,3.0361786377576827,anomaly
85,13.441465248831728,2.805790717748443,anomaly
86,12.90487955663208,3.015655928850032,anomaly
87,13.604161066221337,2.4955576865609554,anomaly
88,0.08360384684108403,-2.652034883781008,anomaly
89,13.671833054255154,2.835343376091229,anomaly
90,13.534805299628616,2.704651849396776,anomaly
91,4.408408193574564,-0.9723438420635144,anomaly
92,13.410555742157028,2.733393529454575,anomaly
93,13.801336227445535,2.3221115972939277,anomaly
94,13.777498184639377,2.384832895571172,anomaly
95,13.315578664960155,2.7175247286168203,anomaly
96,13.728695308836237,2.387979851627456,anomaly
97,3.9079430344526918,-0.5024937801622467,anomaly
98,-0.02109240600301506,-2.6137941684977237,anomaly
99,2.848441127784652,-0.37541291680049016,anomaly
100,0.28243524721753027,1.7728648073299849,anomaly
101,14.659542217610612,2.874854222521562,anomaly
